plantName;dateStart;obs;obs_2;lod;lod_2;plantVolume;meanVolume;NH4
PARIS_MARNE_AVAL;2020-11-02;171185.82019386246;133430.38888745333;5000;5000;33425.0;45468.0;99.05658130401217
PARIS_MARNE_AVAL;2020-11-04;519156.3798744254;1083850.1410119724;5000;5000;34529.0;45468.0;55.76802752223444
PARIS_MARNE_AVAL;2020-11-09;176210.45579565485;126216.03438459041;5000;5000;33275.0;45468.0;50.325877425348025
PARIS_MARNE_AVAL;2020-11-11;104931.30694932614;131137.49740088725;5000;5000;37367.0;45468.0;50.242716241204576
PARIS_MARNE_AVAL;2020-11-16;52313.7529346395;36571.3734766582;5000;5000;49985.0;45468.0;62.72687396809506
PARIS_MARNE_AVAL;2020-11-18;88244.98957495348;87194.6472527419;5000;5000;50645.0;45468.0;67.4803551721191
PARIS_MARNE_AVAL;2020-11-23;48909.44074962409;120694.84173641192;5000;5000;53734.0;45468.0;60.70322431632484
PARIS_MARNE_AVAL;2020-11-25;288142.44863158494;817923.6850854824;5000;5000;56476.0;45468.0;55.414238785340935
PARIS_MARNE_AVAL;2020-11-30;65066.854692405126;42181.31337236732;5000;5000;53437.0;45468.0;70.70063127698955
PARIS_MARNE_AVAL;2020-12-02;27151.101821408476;48093.83508683446;5000;5000;52666.0;45468.0;70.51935988969349
PARIS_MARNE_AVAL;2020-12-07;34617.282439585666;71876.17741747857;5000;5000;54200.0;45468.0;51.19367023903537
PARIS_MARNE_AVAL;2020-12-09;70034.39363606244;125490.52421396917;5000;5000;56831.0;45468.0;52.457801368711586
PARIS_MARNE_AVAL;2020-12-14;22720.702144714112;17181.661344344066;5000;5000;73420.0;45468.0;73.40532603464735
PARIS_MARNE_AVAL;2020-12-16;49708.20311046689;88942.06223793085;5000;5000;58134.0;45468.0;83.60973148654637
PARIS_MARNE_AVAL;2020-12-21;20481.00525485526;23361.527577788034;5000;5000;85856.0;45468.0;60.96954240026907
PARIS_MARNE_AVAL;2020-12-23;164786.04111672932;191477.16995558958;5000;5000;99751.0;45468.0;72.18782269816985
PARIS_MARNE_AVAL;2020-12-28;85816.11356527646;72463.09207705186;5000;5000;85887.0;45468.0;71.41981894752624
PARIS_MARNE_AVAL;2020-12-30;57591.400108753085;111843.73334890555;5000;5000;79795.0;45468.0;53.1216853351996
PARIS_MARNE_AVAL;2021-01-04;142326.38880098413;194426.82150944223;5000;5000;66879.0;45468.0;49.90975247290263
PARIS_MARNE_AVAL;2021-01-06;303936.4504266401;439527.52699366707;5000;5000;62463.0;45468.0;61.519264275969284
PARIS_MARNE_AVAL;2021-01-11;81490.80698044584;28748.327242378982;5000;5000;61513.0;45468.0;55.88613724767657
PARIS_MARNE_AVAL;2021-01-13;150624.65251342987;200145.95368653917;5000;5000;72095.0;45468.0;72.86483639621598
PARIS_MARNE_AVAL;2021-01-18;150041.7765196748;90930.59241336145;5000;5000;66105.0;45468.0;42.70636025541343
PARIS_MARNE_AVAL;2021-01-20;35250.723392995336;62026.72613399036;5000;5000;68139.0;45468.0;58.23404957065298
PARIS_MARNE_AVAL;2021-01-25;74017.84647901036;60042.17823546807;5000;5000;81590.0;45468.0;73.67142175584624
PARIS_MARNE_AVAL;2021-01-27;10231.85836696137;4973.030056556849;5000;5000;88509.0;45468.0;61.04841021473735
PARIS_MARNE_AVAL;2021-02-01;90136.05808194693;76648.25674314846;5000;5000;107876.0;45468.0;61.135572909288385
PARIS_MARNE_AVAL;2021-02-03;63285.833344524275;112914.420953144;5000;5000;114743.0;45468.0;62.17429027681877
PARIS_MARNE_AVAL;2021-02-08;189994.2890236276;367733.9313383996;5000;5000;85246.0;45468.0;60.08355645107757
PARIS_MARNE_AVAL;2021-02-15;123566.7339336288;98135.6688172022;5000;5000;52220.0;45468.0;60.57486261320435
PARIS_MARNE_AVAL;2021-02-17;63363.06988548372;56122.83331433991;5000;5000;49414.0;45468.0;64.84696592161944
PARIS_MARNE_AVAL;2021-02-22;81935.49661667307;94880.3378114431;5000;5000;67668.0;45468.0;63.39710963301514
PARIS_MARNE_AVAL;2021-02-24;169299.5376122157;94698.34017226173;5000;5000;69005.0;45468.0;51.26488970594339
PARIS_MARNE_AVAL;2021-03-01;194035.1011206012;62513.71156824287;5000;5000;67763.0;45468.0;79.98350018710616
PARIS_MARNE_AVAL;2021-03-03;313464.648471154;358340.2644103793;5000;5000;66748.0;45468.0;63.97029643014223
PARIS_MARNE_AVAL;2021-03-09;555955.1397708667;1219397.6396755863;5000;5000;63236.0;45468.0;69.30833314399072
PARIS_MARNE_AVAL;2021-03-10;304772.5263797009;84135.11989908983;5000;5000;65365.0;45468.0;49.44716846678782
PARIS_MARNE_AVAL;2021-03-15;186860.96986966493;374539.7379300124;5000;5000;73838.0;45468.0;38.369174888515246
PARIS_MARNE_AVAL;2021-03-17;210871.070768893;212851.63671992716;5000;5000;72239.0;45468.0;59.77196421609661
PARIS_MARNE_AVAL;2021-03-22;480927.4935266107;983550.0535872158;5000;5000;63249.0;45468.0;71.08996838884828
PARIS_MARNE_AVAL;2021-03-24;431065.3612539058;824921.2196691476;5000;5000;64662.0;45468.0;40.402999459108415
PARIS_MARNE_AVAL;2021-03-29;2206428.999309425;1426282.8785161332;5000;5000;43613.0;45468.0;50.955899057441655
PARIS_MARNE_AVAL;2021-03-31;701961.3125538321;750898.1072039742;5000;5000;38943.0;45468.0;55.94511928512256
PARIS_MARNE_AVAL;2021-04-05;260218.63144791883;460241.3599692042;5000;5000;36717.0;45468.0;77.96453283356877
PARIS_MARNE_AVAL;2021-04-07;212384.3560482028;120770.88308114305;5000;5000;36017.0;45468.0;91.87952361957755
PARIS_MARNE_AVAL;2021-04-12;634136.9329746142;1455776.4804030207;5000;5000;42292.0;45468.0;56.810164025885605
PARIS_MARNE_AVAL;2021-04-14;347676.7508526062;243706.9495358611;5000;5000;39851.0;45468.0;75.87972044520313
PARIS_MARNE_AVAL;2021-04-19;108064.00192939834;73444.19499428749;5000;5000;37294.0;45468.0;68.3934904864457
PARIS_MARNE_AVAL;2021-04-21;94084.51841235373;51999.09059387545;5000;5000;37467.0;45468.0;50.82924102045615
PARIS_MARNE_AVAL;2021-04-26;199071.4666851639;183924.66632784615;5000;5000;37597.0;45468.0;76.37545998118193
PARIS_MARNE_AVAL;2021-04-28;236151.12183312405;218283.3250553824;5000;5000;39924.0;45468.0;71.74311412150239
PARIS_MARNE_AVAL;2021-05-03;199169.88615224586;128047.87919012693;5000;5000;56732.0;45468.0;65.54514922867136
PARIS_MARNE_AVAL;2021-05-05;45499.08434921447;36233.606037563586;5000;5000;59051.0;45468.0;59.88418691187165
PARIS_MARNE_AVAL;2021-05-10;30899.574456686703;26201.093449917455;5000;5000;68282.0;45468.0;62.02713297024415
PARIS_MARNE_AVAL;2021-05-13;62213.222349305914;82034.12604813364;5000;5000;65577.0;45468.0;81.74390323835956
PARIS_MARNE_AVAL;2021-05-17;90608.89739509924;135034.2676555356;5000;5000;58954.0;45468.0;77.47636689556077
PARIS_MARNE_AVAL;2021-05-19;86581.99881815023;52762.475757345;5000;5000;64370.0;45468.0;87.55246745176582
PARIS_MARNE_AVAL;2021-05-24;47038.1629679498;72662.53278868398;5000;5000;76183.0;45468.0;67.83988589827851
PARIS_MARNE_AVAL;2021-05-26;13445.373170780687;10094.764224222046;5000;5000;70118.0;45468.0;83.70808793269713
PARIS_MARNE_AVAL;2021-05-31;290242.65782898257;434324.08437646454;5000;5000;59695.0;45468.0;50.48368967656399
PARIS_MARNE_AVAL;2021-06-02;889876.7033432957;2154465.5991656627;5000;5000;57236.0;45468.0;76.88371678890024
PARIS_MARNE_AVAL;2021-06-07;122707.91952981014;107771.72780182063;5000;5000;62074.0;45468.0;92.0890115493489
PARIS_MARNE_AVAL;2021-06-09;8869.490223263314;20107.545410314342;5000;5000;61798.0;45468.0;68.31072434541565
PARIS_MARNE_AVAL;2021-06-14;18124.83528858368;9436.359017988543;5000;5000;46386.0;45468.0;61.79160396268117
PARIS_MARNE_AVAL;2021-06-16;9799.48856118465;3520.298937626144;5000;5000;62437.0;45468.0;72.67829762468587
PARIS_MARNE_AVAL;2021-06-21;3678.9617574305057;3934.8785113689178;5000;5000;85649.0;45468.0;66.58514161331216
PARIS_MARNE_AVAL;2021-06-23;5220.020109872572;4340.449004836344;5000;5000;74592.0;45468.0;54.792450290687974
PARIS_MARNE_AVAL;2021-06-28;22001.80859127987;58004.187084244324;5000;5000;76039.0;45468.0;46.469069541288405
PARIS_MARNE_AVAL;2021-06-30;9217.547270973286;6937.76276346795;5000;5000;77867.0;45468.0;83.55872416036799
PARIS_MARNE_AVAL;2021-07-05;22241.109481631516;25382.096671021853;5000;5000;79862.0;45468.0;45.269824247669355
PARIS_MARNE_AVAL;2021-07-07;49326.435003988496;56970.00766308573;5000;5000;67576.0;45468.0;62.83725425380907
PARIS_MARNE_AVAL;2021-07-12;27120.735706698422;18105.45725348857;5000;5000;75291.0;45468.0;69.32307435114282
PARIS_MARNE_AVAL;2021-07-14;124356.29721889322;199546.0167350052;5000;5000;84800.0;45468.0;55.60495659190554
PARIS_MARNE_AVAL;2021-07-19;24345.799120989654;61112.52593641711;5000;5000;71459.0;45468.0;61.75929589208328
PARIS_MARNE_AVAL;2021-07-21;256126.53114659875;155700.46242984728;5000;5000;58353.0;45468.0;50.86709782115834
PARIS_MARNE_AVAL;2021-07-26;193565.18048919347;114776.23749262521;5000;5000;68741.0;45468.0;68.57707616247865
PARIS_MARNE_AVAL;2021-07-28;165485.85590064852;77577.9509673502;5000;5000;53567.0;45468.0;62.855554189649084
PARIS_MARNE_AVAL;2021-08-02;109476.45938202206;371475.25147730694;5000;5000;63111.0;45468.0;76.08935828129265
PARIS_MARNE_AVAL;2021-08-04;134402.4921118479;90980.00129937787;5000;5000;52572.0;45468.0;52.280126675343034
PARIS_MARNE_AVAL;2021-08-09;79769.71607979383;35486.70544883397;5000;5000;49707.0;45468.0;66.53040759386933
PARIS_MARNE_AVAL;2021-08-11;190932.72481262038;158549.7407770479;5000;5000;47984.0;45468.0;54.96395382277733
PARIS_MARNE_AVAL;2021-08-16;137402.36283774348;188260.0701566774;5000;5000;45236.0;45468.0;68.21704667925259
PARIS_MARNE_AVAL;2021-08-18;276104.86621343635;186335.29860872187;5000;5000;44685.0;45468.0;85.97354835473244
PARIS_MARNE_AVAL;2021-08-23;123142.81230263908;384856.09852061275;5000;5000;47274.0;45468.0;52.8508071906736
PARIS_MARNE_AVAL;2021-08-25;60586.509010842216;70800.54979670218;5000;5000;47939.0;45468.0;55.80752700061988
PARIS_MARNE_AVAL;2021-08-30;209013.60090812916;127709.71059265312;5000;5000;48811.0;45468.0;71.9618185849958
PARIS_MARNE_AVAL;2021-09-01;229756.5483138234;153143.61930855684;5000;5000;51168.0;45468.0;48.59959562344986
PARIS_MARNE_AVAL;2021-09-06;383731.65978967317;370212.98510322743;5000;5000;38003.0;45468.0;42.24434410001298
PARIS_MARNE_AVAL;2021-09-08;75661.3596750503;149777.9856122618;5000;5000;27715.0;45468.0;68.78427109815517
PARIS_MARNE_AVAL;2021-09-13;55084.9873021895;34106.90589175899;5000;5000;33306.0;45468.0;63.16315069523728
PARIS_MARNE_AVAL;2021-09-15;87227.97828610419;55781.755697312125;5000;5000;71915.0;45468.0;77.1907611220204
PARIS_MARNE_AVAL;2021-09-20;44977.278015469776;51364.22433147845;5000;5000;44073.0;45468.0;61.11257656553933
PARIS_MARNE_AVAL;2021-09-22;178071.66284124012;243040.83035147586;5000;5000;35976.0;45468.0;63.937475203699954
PARIS_MARNE_AVAL;2021-09-27;53524.62148622167;67028.58363806446;5000;5000;41124.0;45468.0;51.57654620938831
PARIS_MARNE_AVAL;2021-09-29;55023.15951855044;57712.743651074736;5000;5000;40621.0;45468.0;63.186215651156495
PARIS_MARNE_AVAL;2021-10-04;196128.47805272037;133513.98824616813;5000;5000;46734.0;45468.0;61.4008074039995
PARIS_MARNE_AVAL;2021-10-06;96342.22041542376;148176.47153732536;5000;5000;47137.0;45468.0;65.77448993119518
PARIS_MARNE_AVAL;2021-10-11;142334.4207626448;95202.03086752348;5000;5000;38182.0;45468.0;70.58255158649327
PARIS_MARNE_AVAL;2021-10-13;93942.81159043702;96945.87932634992;5000;5000;38915.0;45468.0;64.43043809910226
PARIS_MARNE_AVAL;2021-10-18;67328.98072602157;38803.29528130453;5000;5000;40131.0;45468.0;49.97743553547845
PARIS_MARNE_AVAL;2021-10-20;143718.08729544448;157839.2470636784;5000;5000;38236.0;45468.0;62.91403025378003
PARIS_MARNE_AVAL;2021-10-25;227310.97643599007;127341.86970024186;5000;5000;39353.0;45468.0;38.135870882263575
PARIS_MARNE_AVAL;2021-10-27;291179.8707941462;219087.92444957877;5000;5000;37624.0;45468.0;67.95902166876121
PARIS_MARNE_AVAL;2021-11-01;32856.72357803019;28588.680432472476;5000;5000;48361.0;45468.0;64.59509006896987
PARIS_MARNE_AVAL;2021-11-03;254552.51443005874;405068.3690828771;5000;5000;41607.0;45468.0;53.84128143229628
PARIS_MARNE_AVAL;2021-11-06;1618079.078851537;4825370.257945522;5000;5000;61662.0;45468.0;81.78193723873086
PARIS_MARNE_AVAL;2021-11-08;121476.31967038925;311368.0421845188;5000;5000;39221.0;45468.0;55.181276008146945
PARIS_MARNE_AVAL;2021-11-11;262582.224069134;449930.47120869416;5000;5000;35496.0;45468.0;77.91406055276892
PARIS_MARNE_AVAL;2021-11-15;103015.21232412771;150075.66970251253;5000;5000;35379.0;45468.0;47.77947546131189
PARIS_MARNE_AVAL;2021-11-17;257513.70313672267;308773.36026346945;5000;5000;36421.0;45468.0;79.06741493266279
PARIS_MARNE_AVAL;2021-11-22;174963.40081041068;113666.55388163943;5000;5000;59790.0;45468.0;45.23366726594763
PARIS_MARNE_AVAL;2021-11-24;216740.51297564773;182575.21054078298;5000;5000;59830.0;45468.0;1.1997824453770463
PARIS_MARNE_AVAL;2021-11-29;1651019.228361608;7715478.673094954;5000;5000;62659.0;45468.0;36.117181828348805
PARIS_MARNE_AVAL;2021-12-01;831395.1016485689;1032189.1839300554;5000;5000;73646.0;45468.0;51.90371937244751
PARIS_MARNE_AVAL;2021-12-08;232759.48310390452;123608.67030383293;5000;5000;72452.0;45468.0;59.069877262072595
PARIS_MARNE_AVAL;2021-12-13;999919.7381164547;879899.5349518087;5000;5000;71800.0;45468.0;53.79331897044865
PARIS_MARNE_AVAL;2021-12-15;885399.5740371868;1382497.3942329686;5000;5000;68665.0;45468.0;63.527272373358436
PARIS_MARNE_AVAL;2021-12-20;899471.3951136324;1144103.0873949714;5000;5000;63977.0;45468.0;73.79799035764606
PARIS_MARNE_AVAL;2021-12-22;825757.0972641016;995076.9171023456;5000;5000;58667.0;45468.0;62.15721076653904
PARIS_MARNE_AVAL;2021-12-27;1352309.4100316716;2995350.302333908;5000;5000;84196.0;45468.0;85.66484009940491
PARIS_MARNE_AVAL;2021-12-29;769481.7433796014;428281.5296110122;5000;5000;87954.0;45468.0;60.051886794445295
PARIS_MARNE_AVAL;2022-01-03;586865.7887283779;1502022.1984581002;5000;5000;73657.0;45468.0;74.07847119247887
PARIS_MARNE_AVAL;2022-01-05;1041702.6025046613;1967003.8057742834;5000;5000;58864.0;45468.0;56.81877613724113
PARIS_MARNE_AVAL;2022-01-10;2203679.697839625;1569897.9400441742;5000;5000;79286.0;45468.0;62.00529550088896
PARIS_MARNE_AVAL;2022-01-12;708510.5209734053;325446.17750907026;5000;5000;82364.0;45468.0;58.20741437338761
PARIS_MARNE_AVAL;2022-01-17;1210908.1295405994;1308587.2533510036;5000;5000;70886.0;45468.0;76.99033853044882
PARIS_MARNE_AVAL;2022-01-19;3499661.3132746643;6469043.770313212;5000;5000;69485.0;45468.0;57.34167413292746
PARIS_MARNE_AVAL;2022-01-24;1400989.1991540242;3653378.0423227376;5000;5000;65320.0;45468.0;50.10600416459495
PARIS_MARNE_AVAL;2022-01-26;1545803.0967477113;1069835.454061261;5000;5000;65142.0;45468.0;35.62387530548373
PARIS_MARNE_AVAL;2022-01-31;616280.5401252613;511525.8556889568;5000;5000;62672.0;45468.0;55.58542042580625
PARIS_MARNE_AVAL;2022-02-02;303200.2132460292;157936.39768019583;5000;5000;62607.0;45468.0;67.12420269891766
PARIS_MARNE_AVAL;2022-02-07;445112.7948000357;913925.52039853;5000;5000;60721.0;45468.0;60.03149576852475
PARIS_MARNE_AVAL;2022-02-09;419093.03120975074;984242.7227894574;5000;5000;61747.0;45468.0;60.82973780600139
PARIS_MARNE_AVAL;2022-02-14;476043.5802677734;807522.0761433966;5000;5000;62814.0;45468.0;28.21246395797084
PARIS_MARNE_AVAL;2022-02-16;111804.93372451507;127323.78855034127;5000;5000;76273.0;45468.0;55.25815939287392
PARIS_MARNE_AVAL;2022-02-21;240283.39887332747;360931.92414332554;5000;5000;42003.0;45468.0;79.06579718343424
PARIS_MARNE_AVAL;2022-02-23;285805.19496158493;237222.46858740726;5000;5000;37655.0;45468.0;59.87223238979987
PARIS_MARNE_AVAL;2022-02-28;155232.09087241278;166986.4447033748;5000;5000;38672.0;45468.0;68.5609651876598
PARIS_MARNE_AVAL;2022-03-02;667902.283338488;888023.965726695;5000;5000;37339.0;45468.0;67.0525829586995
PARIS_MARNE_AVAL;2022-03-07;82766.98926922752;171978.82608015585;5000;5000;32198.0;45468.0;77.4250513744297
PARIS_MARNE_AVAL;2022-03-09;207709.43502955523;177389.3652254927;5000;5000;37596.0;45468.0;85.43789795646742
PARIS_MARNE_AVAL;2022-03-14;544230.7781341112;434357.6798875033;5000;5000;37615.0;45468.0;65.41798496094445
PARIS_MARNE_AVAL;2022-03-16;547563.8149197154;209192.80311205838;5000;5000;39234.0;45468.0;70.74504864794278
PARIS_MARNE_AVAL;2022-03-21;328683.25101072394;114426.24356059008;5000;5000;36878.0;45468.0;49.38572773113254
PARIS_MARNE_AVAL;2022-03-23;244465.96025370623;168153.0429495382;5000;5000;36246.0;45468.0;74.03286314423443
PARIS_MARNE_AVAL;2022-03-28;383796.54506186495;197284.36666150327;5000;5000;35900.0;45468.0;66.58776288577089
PARIS_MARNE_AVAL;2022-03-30;787038.941785075;935531.8513118566;5000;5000;39013.0;45468.0;63.143863485642626
PARIS_MARNE_AVAL;2022-04-04;2656744.03956405;3111779.9752658387;5000;5000;35825.0;45468.0;38.60365688956159
PARIS_MARNE_AVAL;2022-04-06;883032.5429276034;992996.379249223;5000;5000;39477.0;45468.0;57.59702602843739
PARIS_MARNE_AVAL;2022-04-11;518570.2026006126;1849296.1083494525;5000;5000;46400.0;45468.0;60.88726925618344
PARIS_MARNE_AVAL;2022-04-13;401808.9030985794;488086.70135404315;5000;5000;53542.0;45468.0;92.56875706347591
PARIS_MARNE_AVAL;2022-04-18;730869.0531757248;2386564.0456397217;5000;5000;42737.0;45468.0;109.37118434723305
PARIS_MARNE_AVAL;2022-04-20;977390.8152284226;2315312.5336874425;5000;5000;51090.0;45468.0;61.640137901227774
PARIS_MARNE_AVAL;2022-04-25;263414.49559411494;176402.87660775564;5000;5000;46642.0;45468.0;57.30854031622278
PARIS_MARNE_AVAL;2022-04-27;373013.13929353526;426738.31759354775;5000;5000;41092.0;45468.0;56.25570707875874
PARIS_MARNE_AVAL;2022-05-09;114555.53884548091;114809.82598648591;5000;5000;55783.0;45468.0;63.267927220024156
PARIS_MARNE_AVAL;2022-05-11;163516.1922180197;261365.64003580416;5000;5000;54389.0;45468.0;55.7115113877163
PARIS_MARNE_AVAL;2022-05-16;233083.96471066237;68593.74023641052;5000;5000;55573.0;45468.0;93.42727085162588
PARIS_MARNE_AVAL;2022-05-18;93849.8669495637;170601.03502877435;5000;5000;54396.0;45468.0;72.9237670169712
PARIS_MARNE_AVAL;2022-05-23;248742.15856486134;127851.9150254329;5000;5000;66771.0;45468.0;35.71809040383471
PARIS_MARNE_AVAL;2022-05-26;183960.7910343499;256094.61175914572;5000;5000;51756.0;45468.0;63.599384893344556
PARIS_MARNE_AVAL;2022-05-30;398798.68489494507;450240.1846252367;5000;5000;52060.0;45468.0;84.14120419217055
PARIS_MARNE_AVAL;2022-06-01;184141.54852753898;53986.81608334963;5000;5000;52934.0;45468.0;56.53775466297008
PARIS_MARNE_AVAL;2022-06-06;325966.12228169665;511433.9100866896;5000;5000;58000.0;45468.0;46.31822231072638
