plantName;dateStart;obs;lod;plantVolume;meanVolume
PARIS_SEINE-MOREE;2020-05-13;929.6113002521153;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-05-13;2048.3835664436765;5000;57955.0;45468.0
PARIS_SEINE-AMONT;2020-05-13;832.3376720002977;5000;498454.0;452285.0
PARIS_SEINE-CENTRE;2020-05-14;681.266672201506;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-05-18;642.2649204109363;5000;55580.0;45468.0
PARIS_SEINE-AMONT;2020-05-18;409.738486171286;5000;428437.0;452285.0
PARIS_SEINE-MOREE;2020-05-19;1871.3236363330223;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-05-20;903.8020135448932;5000;410595.0;452285.0
PARIS_SEINE-CENTRE;2020-05-20;510.5836322104228;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-05-20;1417.4115305891485;5000;56933.0;45468.0
PARIS_SEINE-AMONT;2020-05-21;1746.85414477662;5000;410595.0;452285.0
PARIS_SEINE-MOREE;2020-05-22;1148.7154831051057;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-05-22;2091.6854760654146;5000;56259.0;45468.0
PARIS_MARNE_AVAL;2020-05-25;1067.9960994302294;5000;53295.0;45468.0
PARIS_SEINE-AMONT;2020-05-25;190.87899798014553;5000;466044.0;452285.0
PARIS_SEINE-MOREE;2020-05-26;2416.349919056223;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-05-27;339.75200456003705;5000;462156.0;452285.0
PARIS_MARNE_AVAL;2020-05-27;918.2300999776382;5000;52871.0;45468.0
PARIS_SEINE-MOREE;2020-05-27;1227.235427382532;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-05-27;1201.1697819736687;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-06-01;885.6620902210996;5000;463252.0;452285.0
PARIS_MARNE_AVAL;2020-06-01;644.7441408258558;5000;53750.0;45468.0
PARIS_SEINE-MOREE;2020-06-02;2639.1204230500207;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-06-02;1251.162463289279;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-06-03;4873.406584962384;5000;955847.0;452285.0
PARIS_SEINE-MOREE;2020-06-03;1213.056346397271;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-06-04;1482.174872439964;5000;83846.0;45468.0
PARIS_SEINE-CENTRE;2020-06-09;1820.2830862019932;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-06-10;2523.564345815238;5000;471209.0;452285.0
PARIS_MARNE_AVAL;2020-06-10;877.8062649864615;5000;52457.0;45468.0
PARIS_SEINE-MOREE;2020-06-10;1373.7378441095796;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-06-15;2382.2392218288446;5000;466690.0;452285.0
PARIS_MARNE_AVAL;2020-06-15;318.39845833853644;5000;50500.0;45468.0
PARIS_SEINE-MOREE;2020-06-15;836.3775657853954;5000;14818.0;14818.0
PARIS_SEINE-MOREE;2020-06-17;686.2045599330996;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-06-17;919.5544496876826;5000;53392.0;45468.0
PARIS_SEINE-AMONT;2020-06-17;602.1356496181645;5000;454883.0;452285.0
PARIS_MARNE_AVAL;2020-06-22;1173.9717271874706;5000;50029.0;45468.0
PARIS_SEINE-MOREE;2020-06-22;513.0475946692454;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-06-22;3743.8961596391023;5000;501196.0;452285.0
PARIS_SEINE-CENTRE;2020-06-23;1987.6080225527248;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-06-24;699.567490413112;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-06-24;214.39880393254035;5000;52553.0;45468.0
PARIS_SEINE-AMONT;2020-06-24;15488.139214738305;5000;464915.0;452285.0
PARIS_MARNE_AVAL;2020-06-29;293.7888469472098;5000;57662.0;45468.0
PARIS_SEINE-MOREE;2020-06-29;11773.573086633382;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-06-29;2589.4201291518957;5000;438060.0;452285.0
PARIS_MARNE_AVAL;2020-07-01;359.44111711298547;5000;57662.0;45468.0
PARIS_SEINE-AMONT;2020-07-01;680.8018470431114;5000;445610.0;452285.0
PARIS_SEINE-CENTRE;2020-07-01;1176.8622885568427;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-07-01;991.2533513495814;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-07-06;2845.0804527908745;5000;49192.0;45468.0
PARIS_SEINE-AMONT;2020-07-06;1224.5087071660262;5000;386011.0;452285.0
PARIS_SEINE-MOREE;2020-07-06;20266.860183627923;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-07-08;399.1309923179406;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-07-08;22721.250744375404;5000;49101.0;45468.0
PARIS_SEINE-AMONT;2020-07-08;680.7370066516346;5000;378456.0;452285.0
PARIS_SEINE-MOREE;2020-07-09;1463.0835539388647;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-07-14;1447.6265201496637;5000;46194.0;45468.0
PARIS_SEINE-MOREE;2020-07-14;668.7146259062716;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-07-14;1028.0414385205029;5000;344230.0;452285.0
PARIS_SEINE-CENTRE;2020-07-14;2134.814934594716;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-07-15;4603.86107689793;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-07-15;3417.636691800272;5000;51176.0;45468.0
PARIS_MARNE_AVAL;2020-07-20;1512.8354712004043;5000;44207.0;45468.0
PARIS_SEINE-AMONT;2020-07-20;1466.8181942104875;5000;395951.0;452285.0
PARIS_SEINE-MOREE;2020-07-20;2967.2511875581736;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-07-21;5492.248978978806;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-07-22;625.1671616194761;5000;44878.0;45468.0
PARIS_SEINE-AMONT;2020-07-22;799.1755777119072;5000;406509.0;452285.0
PARIS_SEINE-MOREE;2020-07-23;4609.10394531794;5000;14818.0;14818.0
PARIS_SEINE-MOREE;2020-07-27;7691.737032232498;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-07-27;38645.935646279795;5000;44621.0;45468.0
PARIS_SEINE-AMONT;2020-07-27;31517.746310829003;5000;410108.0;452285.0
PARIS_MARNE_AVAL;2020-07-29;34182.37376799304;5000;44470.0;45468.0
PARIS_SEINE-CENTRE;2020-07-29;752.6748719657769;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-07-29;11098.116191186044;5000;406455.0;452285.0
PARIS_SEINE-MOREE;2020-07-29;40448.018453718105;5000;14818.0;14818.0
PARIS_SEINE-MOREE;2020-08-03;8518.740470622397;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-08-03;2289.5028864215647;5000;46549.0;45468.0
PARIS_SEINE-AMONT;2020-08-03;54553.51895098935;5000;340171.0;452285.0
PARIS_MARNE_AVAL;2020-08-05;6152.996293315499;5000;43144.0;45468.0
PARIS_SEINE-MOREE;2020-08-05;9856.346266620378;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-08-05;507.79555378414744;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-08-05;37780.15976736349;5000;368187.0;452285.0
PARIS_SEINE-MOREE;2020-08-10;7421.251148838988;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-08-10;16393.377838722008;5000;371918.0;452285.0
PARIS_MARNE_AVAL;2020-08-10;17632.58546000183;5000;44854.0;45468.0
PARIS_SEINE-AMONT;2020-08-12;33242.7928433166;5000;513605.0;452285.0
PARIS_MARNE_AVAL;2020-08-12;37866.40071430023;5000;45122.0;45468.0
PARIS_SEINE-MOREE;2020-08-12;11447.481779196654;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-08-12;1820.5198756444715;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-08-17;55633.913694118186;5000;57475.0;45468.0
PARIS_SEINE-MOREE;2020-08-17;43628.630854565155;5000;13240.0;14818.0
PARIS_SEINE-AMONT;2020-08-17;33354.98853357036;5000;545388.0;452285.0
PARIS_MARNE_AVAL;2020-08-19;64764.94192295859;5000;41782.0;45468.0
PARIS_SEINE-AMONT;2020-08-19;12656.25730191118;5000;382542.0;452285.0
PARIS_SEINE-CENTRE;2020-08-19;5441.19318405444;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-08-19;41620.57923700403;5000;15000.0;14818.0
PARIS_MARNE_AVAL;2020-08-24;8328.263216148676;5000;43569.0;45468.0
PARIS_SEINE-AMONT;2020-08-24;46338.78961996623;5000;395461.0;452285.0
PARIS_SEINE-MOREE;2020-08-25;23732.36161511066;5000;15000.0;14818.0
PARIS_MARNE_AVAL;2020-08-26;24840.641729697218;5000;44393.0;45468.0
PARIS_SEINE-AMONT;2020-08-26;45970.14321749652;5000;398095.0;452285.0
PARIS_SEINE-MOREE;2020-08-26;109243.45954301626;5000;15000.0;14818.0
PARIS_SEINE-MOREE;2020-08-31;89377.20798343315;5000;15000.0;14818.0
PARIS_MARNE_AVAL;2020-08-31;80227.12495915554;5000;49465.0;45468.0
PARIS_SEINE-AMONT;2020-08-31;26179.015520662895;5000;440155.0;452285.0
PARIS_SEINE-AMONT;2020-09-02;36402.947703035104;5000;432193.0;452285.0
PARIS_SEINE-CENTRE;2020-09-02;918.1497089409188;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-09-02;14350.117490179488;5000;49700.0;45468.0
PARIS_SEINE-MOREE;2020-09-03;117458.78315120869;5000;15000.0;14818.0
PARIS_SEINE-AMONT;2020-09-07;118425.68813327188;5000;387552.0;452285.0
PARIS_SEINE-MOREE;2020-09-07;13453.648534706428;5000;15000.0;14818.0
PARIS_MARNE_AVAL;2020-09-07;17754.153414450593;5000;26662.0;45468.0
PARIS_SEINE-CENTRE;2020-09-09;49348.75701021311;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-09-09;74319.0604116304;5000;17827.0;45468.0
PARIS_SEINE-MOREE;2020-09-09;59340.57774228096;5000;15260.0;14818.0
PARIS_SEINE-AMONT;2020-09-09;20983.053328663344;5000;419306.0;452285.0
PARIS_MARNE_AVAL;2020-09-14;15618.198084439064;5000;33122.0;45468.0
PARIS_SEINE-MOREE;2020-09-14;2704.29566762657;5000;1940.0;14818.0
PARIS_SEINE-AMONT;2020-09-14;77966.87584219541;5000;439745.0;452285.0
PARIS_MARNE_AVAL;2020-09-16;20874.97945318359;5000;39727.0;45468.0
PARIS_SEINE-CENTRE;2020-09-16;1602.3601039627322;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-09-16;196297.85090129776;5000;433837.0;452285.0
PARIS_MARNE_AVAL;2020-09-21;147382.33302878324;5000;36707.0;45468.0
PARIS_SEINE-MOREE;2020-09-21;171043.1108300672;5000;12160.0;14818.0
PARIS_SEINE-AMONT;2020-09-21;73688.6846413635;5000;453346.0;452285.0
PARIS_SEINE-MOREE;2020-09-23;118223.24577043287;5000;14990.0;14818.0
PARIS_MARNE_AVAL;2020-09-23;243999.70406454193;5000;50328.0;45468.0
PARIS_SEINE-AMONT;2020-09-23;97832.67802944321;5000;567878.0;452285.0
PARIS_SEINE-AMONT;2020-09-28;150501.45272612968;5000;500276.0;452285.0
PARIS_SEINE-MOREE;2020-09-28;134661.55434812896;5000;12288.0;14818.0
PARIS_MARNE_AVAL;2020-09-28;101259.01955806877;5000;51890.0;45468.0
PARIS_SEINE-MOREE;2020-09-30;79412.01030957504;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-09-30;73991.95593556808;5000;36451.0;45468.0
PARIS_SEINE-AMONT;2020-09-30;137653.11095323705;5000;307722.0;452285.0
PARIS_SEINE-AMONT;2020-10-05;20162.343220928815;5000;530416.0;452285.0
PARIS_SEINE-MOREE;2020-10-05;322247.3160142869;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-10-05;172192.06205248082;5000;49490.0;45468.0
PARIS_SEINE-CENTRE;2020-10-07;82336.1235554286;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-10-07;140877.48201704526;5000;39101.0;45468.0
PARIS_SEINE-AMONT;2020-10-07;386224.63468630746;5000;354761.0;452285.0
PARIS_SEINE-MOREE;2020-10-12;160608.1147956872;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-10-12;88421.00482513214;5000;34513.0;45468.0
PARIS_SEINE-AMONT;2020-10-12;229638.29059315895;5000;316109.0;452285.0
PARIS_SEINE-AMONT;2020-10-14;206262.38921020462;5000;335509.0;452285.0
PARIS_MARNE_AVAL;2020-10-14;308565.19239467493;5000;34369.0;45468.0
PARIS_SEINE-MOREE;2020-10-14;1560985.1390432252;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-10-14;2602.606266461916;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-10-19;1480084.835132203;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-10-19;1008823.40367027;5000;300735.0;452285.0
PARIS_MARNE_AVAL;2020-10-19;820264.1381195972;5000;35572.0;45468.0
PARIS_SEINE-CENTRE;2020-10-20;156757.863540594;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-10-21;167221.6051785982;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-10-21;103217.88384717709;5000;380524.0;452285.0
PARIS_MARNE_AVAL;2020-10-21;183409.95703726006;5000;35061.0;45468.0
PARIS_SEINE-MOREE;2020-10-26;209122.91405880448;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-10-26;284430.66367642564;5000;34264.0;45468.0
PARIS_SEINE-AMONT;2020-10-26;105518.55719668072;5000;327713.0;452285.0
PARIS_SEINE-CENTRE;2020-10-27;190407.68052918112;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-10-28;213786.37590562584;5000;357085.0;452285.0
PARIS_MARNE_AVAL;2020-10-28;121819.71650038037;5000;37340.0;45468.0
PARIS_SEINE-MOREE;2020-10-28;304875.45770219597;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-11-02;186272.83209795685;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-11-02;224106.57105424366;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-11-02;163633.15469008297;5000;342957.0;452285.0
PARIS_MARNE_AVAL;2020-11-02;319828.7850762835;5000;33425.0;45468.0
PARIS_MARNE_AVAL;2020-11-04;381060.7465784186;5000;34529.0;45468.0
PARIS_SEINE-AMONT;2020-11-04;150681.35696798333;5000;325275.0;452285.0
PARIS_SEINE-MOREE;2020-11-04;556896.5703760324;5000;14818.0;14818.0
PARIS_SEINE-MOREE;2020-11-09;109995.80731318236;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-11-09;146605.97420160382;5000;377878.0;452285.0
PARIS_MARNE_AVAL;2020-11-09;135869.34623472334;5000;33275.0;45468.0
PARIS_SEINE-AMONT;2020-11-11;137990.4148636883;5000;373260.0;452285.0
PARIS_SEINE-MOREE;2020-11-11;66688.78535483411;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-11-11;127100.07784256246;5000;37367.0;45468.0
PARIS_SEINE-CENTRE;2020-11-11;640641.9287702327;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-11-16;61662.03901687454;5000;469390.0;452285.0
PARIS_SEINE-MOREE;2020-11-16;141798.4309964556;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-11-16;48598.193725286634;5000;49985.0;45468.0
PARIS_SEINE-CENTRE;2020-11-18;32298.924607833073;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-11-18;126702.64877887977;5000;454138.0;452285.0
PARIS_MARNE_AVAL;2020-11-18;332994.71538367344;5000;50645.0;45468.0
PARIS_SEINE-MOREE;2020-11-18;82041.22738712704;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-11-23;82945.53038130369;5000;441098.0;452285.0
PARIS_MARNE_AVAL;2020-11-23;38992.95130035339;5000;53734.0;45468.0
PARIS_SEINE-MOREE;2020-11-23;65611.4138321938;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-11-24;455020.98331277404;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2020-11-25;65462.922331183996;5000;420573.0;452285.0
PARIS_SEINE-MOREE;2020-11-25;132874.77832943108;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-11-25;345192.944074302;5000;56476.0;45468.0
PARIS_MARNE_AVAL;2020-11-30;47338.864553164356;5000;53437.0;45468.0
PARIS_SEINE-AMONT;2020-11-30;27815.639567809318;5000;430121.0;452285.0
PARIS_SEINE-MOREE;2020-11-30;111228.20944295166;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-12-02;84678.04358582552;5000;52666.0;45468.0
PARIS_SEINE-CENTRE;2020-12-02;28497.751710547716;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-12-02;457948.5499013727;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-12-02;117679.85533540763;5000;428025.0;452285.0
PARIS_SEINE-MOREE;2020-12-07;104234.47490540979;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-12-07;164576.13491225702;5000;464079.0;452285.0
PARIS_MARNE_AVAL;2020-12-07;71684.00601096309;5000;54200.0;45468.0
PARIS_SEINE-CENTRE;2020-12-08;179304.54702609548;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-12-09;56502.99578609112;5000;56831.0;45468.0
PARIS_SEINE-AMONT;2020-12-09;168078.165020977;5000;363409.0;452285.0
PARIS_SEINE-MOREE;2020-12-09;24621.066552902987;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-12-14;2482.9862223020677;5000;559881.0;452285.0
PARIS_MARNE_AVAL;2020-12-14;17355.534688352083;5000;73420.0;45468.0
PARIS_SEINE-MOREE;2020-12-14;6718.5215972788565;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2020-12-15;152763.31496031326;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2020-12-16;52211.310842289015;5000;58134.0;45468.0
PARIS_SEINE-MOREE;2020-12-16;77803.76576782887;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-12-16;55592.34592190521;5000;537451.0;452285.0
PARIS_SEINE-MOREE;2020-12-21;49778.01989734614;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-12-21;72802.18383652388;5000;85856.0;45468.0
PARIS_SEINE-AMONT;2020-12-21;114302.92796147747;5000;970206.0;452285.0
PARIS_SEINE-CENTRE;2020-12-22;32912.20404127539;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-12-23;5292.459812283453;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2020-12-23;31231.89749631797;5000;940400.0;452285.0
PARIS_MARNE_AVAL;2020-12-23;9324.769326410038;5000;99751.0;45468.0
PARIS_SEINE-AMONT;2020-12-28;81007.90484930815;5000;1100859.0;452285.0
PARIS_SEINE-MOREE;2020-12-28;37344.38164676;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-12-28;92157.90723061698;5000;85887.0;45468.0
PARIS_SEINE-CENTRE;2020-12-29;84668.18142246401;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2020-12-30;141130.5633312234;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2020-12-30;29802.210600640592;5000;79795.0;45468.0
PARIS_SEINE-AMONT;2020-12-30;49297.61910904729;5000;683119.0;452285.0
PARIS_SEINE-MOREE;2021-01-04;240854.60027500283;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-01-04;322973.4003332537;5000;66879.0;45468.0
PARIS_SEINE-AMONT;2021-01-04;317881.8368011653;5000;553318.0;452285.0
PARIS_SEINE-CENTRE;2021-01-05;133029.4243308486;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2021-01-06;14982.810051949376;5000;62463.0;45468.0
PARIS_SEINE-MOREE;2021-01-06;239855.191265934;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-01-06;82668.71880825923;5000;534996.0;452285.0
PARIS_SEINE-MOREE;2021-01-11;101838.31964113351;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-01-11;79815.73520429725;5000;61513.0;45468.0
PARIS_SEINE-AMONT;2021-01-11;59445.027317981454;5000;503314.0;452285.0
PARIS_SEINE-CENTRE;2021-01-12;41792.555349105096;5000;203240.0;203240.0
PARIS_MARNE_AVAL;2021-01-13;105605.92421735512;5000;72095.0;45468.0
PARIS_SEINE-AMONT;2021-01-13;47112.10272417582;5000;623486.0;452285.0
PARIS_SEINE-MOREE;2021-01-13;173900.6580897894;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-01-18;351458.42189687485;5000;66105.0;45468.0
PARIS_SEINE-AMONT;2021-01-18;11637.630531930505;5000;663167.0;452285.0
PARIS_SEINE-MOREE;2021-01-18;184607.81633697377;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2021-01-19;28595.731372743267;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2021-01-20;63157.794198456024;5000;641608.0;452285.0
PARIS_SEINE-MOREE;2021-01-20;39533.55649156955;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-01-20;21827.78691211386;5000;68139.0;45468.0
PARIS_SEINE-MOREE;2021-01-25;167037.05033962888;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-01-25;87295.31466964829;5000;730621.0;452285.0
PARIS_MARNE_AVAL;2021-01-25;64906.35239904296;5000;81590.0;45468.0
PARIS_SEINE-CENTRE;2021-01-26;158176.45327840833;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2021-01-27;91186.25099758295;5000;809927.0;452285.0
PARIS_SEINE-MOREE;2021-01-27;70431.67692038597;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-01-27;5665.4613893496535;5000;88509.0;45468.0
PARIS_SEINE-MOREE;2021-02-01;154937.59228801035;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-02-01;66257.12613702852;5000;899383.3979681976;452285.0
PARIS_MARNE_AVAL;2021-02-01;60502.12011451443;5000;107876.0;45468.0
PARIS_SEINE-MOREE;2021-02-03;95137.81384611409;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2021-02-03;26743.274739599412;5000;229422.0;203240.0
PARIS_MARNE_AVAL;2021-02-03;54705.72164630008;5000;114743.0;45468.0
PARIS_SEINE-AMONT;2021-02-03;39683.80358328463;5000;1047171.175646551;452285.0
PARIS_SEINE-CENTRE;2021-02-07;54048.62365214066;5000;203240.0;203240.0
PARIS_SEINE-MOREE;2021-02-08;226620.82147898374;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-02-08;121571.02344484253;5000;85246.0;45468.0
PARIS_SEINE-AMONT;2021-02-08;152086.46172377715;5000;953855.0;452285.0
PARIS_SEINE-MOREE;2021-02-10;192563.0972322363;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2021-02-10;54739.656280152696;5000;240202.0;203240.0
PARIS_SEINE-AMONT;2021-02-10;155872.4964660913;5000;842932.0;452285.0
PARIS_SEINE-CENTRE;2021-02-14;149661.47073724103;5000;203240.0;203240.0
PARIS_SEINE-AMONT;2021-02-15;54745.3419290605;5000;663719.0;452285.0
PARIS_MARNE_AVAL;2021-02-15;142116.50690517022;5000;52220.0;45468.0
PARIS_SEINE-MOREE;2021-02-15;819374.3836470195;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2021-02-17;14294.756327430749;5000;224613.0;203240.0
PARIS_SEINE-MOREE;2021-02-17;44502.233916478806;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-02-17;280778.0015838958;5000;697668.0;452285.0
PARIS_MARNE_AVAL;2021-02-17;171065.7999809582;5000;49414.0;45468.0
PARIS_SEINE-MOREE;2021-02-22;472791.9229421673;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-02-22;57829.572593681645;5000;600591.0;452285.0
PARIS_MARNE_AVAL;2021-02-22;19722.521818088328;5000;67668.0;45468.0
PARIS_SEINE-CENTRE;2021-02-24;237962.8632644465;5000;182946.0;203240.0
PARIS_SEINE-MOREE;2021-02-24;147452.72950965;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-02-24;49631.31868318554;5000;69005.0;45468.0
PARIS_SEINE-AMONT;2021-02-24;135843.99720613542;5000;572887.0;452285.0
PARIS_SEINE-CENTRE;2021-02-28;151898.6049187822;5000;187486.0;203240.0
PARIS_MARNE_AVAL;2021-03-01;636000.9909776917;5000;67763.0;45468.0
PARIS_SEINE-AMONT;2021-03-01;335264.0579927279;5000;592492.0;452285.0
PARIS_SEINE-MOREE;2021-03-01;90910.07931193849;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-03-03;57199.17141288971;5000;448387.0;452285.0
PARIS_SEINE-CENTRE;2021-03-03;367423.532162674;5000;190721.0;203240.0
PARIS_MARNE_AVAL;2021-03-03;113570.34764317315;5000;66748.0;45468.0
PARIS_SEINE-CENTRE;2021-03-07;209432.16074280546;5000;187560.0;203240.0
PARIS_SEINE-AMONT;2021-03-08;431424.6241333271;5000;541801.0;452285.0
PARIS_MARNE_AVAL;2021-03-09;230891.5426257881;5000;63236.0;45468.0
PARIS_SEINE-CENTRE;2021-03-10;38686.141537346986;5000;185883.0;203240.0
PARIS_MARNE_AVAL;2021-03-10;385672.9167301878;5000;65365.0;45468.0
PARIS_SEINE-AMONT;2021-03-10;151466.68433389944;5000;530145.0;452285.0
PARIS_SEINE-CENTRE;2021-03-14;203462.79866193363;5000;235075.0;203240.0
PARIS_SEINE-AMONT;2021-03-15;279757.1190603953;5000;669198.0;452285.0
PARIS_MARNE_AVAL;2021-03-15;271726.7259366199;5000;73838.0;45468.0
PARIS_SEINE-CENTRE;2021-03-17;417039.5079267616;5000;238278.0;203240.0
PARIS_MARNE_AVAL;2021-03-17;290252.69155667437;5000;72239.0;45468.0
PARIS_SEINE-AMONT;2021-03-17;432794.047276664;5000;585940.0;452285.0
PARIS_SEINE-MOREE;2021-03-17;526391.371040798;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2021-03-21;430317.1780783858;5000;185478.0;203240.0
PARIS_SEINE-AMONT;2021-03-22;414106.1962904562;5000;582343.0;452285.0
PARIS_SEINE-MOREE;2021-03-22;914499.8766825558;5000;14818.0;14818.0
PARIS_MARNE_AVAL;2021-03-22;1033776.7641415299;5000;63249.0;45468.0
PARIS_SEINE-MOREE;2021-03-24;493748.7044143709;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-03-24;436778.4347696525;5000;521406.0;452285.0
PARIS_SEINE-CENTRE;2021-03-24;165314.8955911272;5000;195963.0;203240.0
PARIS_MARNE_AVAL;2021-03-24;832935.7119087762;5000;64662.0;45468.0
PARIS_SEINE-CENTRE;2021-03-28;388984.49991932325;5000;182681.0;203240.0
PARIS_SEINE-MOREE;2021-03-29;434007.8293644442;5000;14818.0;14818.0
PARIS_SEINE-AMONT;2021-03-29;501112.85757551825;5000;584363.0;452285.0
PARIS_MARNE_AVAL;2021-03-29;703447.4525909544;5000;43613.0;45468.0
PARIS_MARNE_AVAL;2021-03-31;233420.70050949365;5000;38943.0;45468.0
PARIS_SEINE-AMONT;2021-03-31;710825.0978752257;5000;554297.0;452285.0
PARIS_SEINE-MOREE;2021-03-31;662264.380933665;5000;14818.0;14818.0
PARIS_SEINE-CENTRE;2021-04-04;271038.4258493739;5000;154381.0;203240.0
PARIS_SEINE-AMONT;2021-04-05;110866.84100369905;5000;561832.0;452285.0
PARIS_MARNE_AVAL;2021-04-05;585020.8739434731;5000;36717.0;45468.0
PARIS_SEINE-MOREE;2021-04-05;601155.5681442231;5000;14818.0;14818.0
